variantID,variantName,variantPrice,variantImage,productID
74,AUS Potato Nadine (15kg),100,media/Site Files/nadine-potato.jpg,54
75,AUS Potato Ruby Lou (15kg),100,media/Site Files/555_ruby-lou.jpg,54
76,AUS Potato Royal Blue (15kg),100,media/Site Files/royal blue potato.jpg,54
77,AUS Potato Chat Baby (15kg),100,media/Site Files/chat potato.jpg,54
78,Turkey Whole Raw,0,media/Site Files/turkey1.jpg,55
79,Turkey Breast,0,media/Site Files/20000005552-10.jpg,56
80,Sliced Turkey Toast,0,media/Site Files/hennies-premium-turkey-toast-slice.jpg,57
81,Turkey Bacon,0,media/Site Files/paleo-nutrition-wales-outdoor-reared-thick-cut-back-bacon-800x600.jpg,58
82,Duck Breast Raw Meat,0,media/Site Files/11-barbary-duck-breast-170-230gr-pack-of-2-400x400.jpg,59
83,Smoked Duck,0,media/Site Files/6qDsWTityZEvsWLYNpreaTlIt5GlvWm2p2c4ShmH.jpeg,60
84,Whole Duck,0,media/Site Files/Duck-Whole-1.jpg,61
85,Quail,0,media/Site Files/frozen-france-quail-2pcs.jpg,62
86,Ostrich Steak/Meat,0,media/Site Files/Ostrich Steak.jpg,63
87,Venicon Meat,0,media/Site Files/venicon.jpg,64
88,Minced Chicken (2kg),29.4,media/Site Files/Fresh-minced-chicken.jpg,65
89,Fresh Chicken Skin (800g-1kg) [Halal],6.5,media/Site Files/Fresh-chicken-skin.jpg,66
90,Fresh Chicken Gizzard (800g-1kg) [Halal],7.8,media/Site Files/Fresh-chicken-gizzard.jpg,67
91,Old Hen (1 bird) [Halal],10.4,media/Site Files/Old-Hen.jpg,68
92,Fresh Chicken Neck (800g-1kg) [Halal],4.75,media/Site Files/Fresh-chicken-neck.jpg,69
93,Fresh Chicken Feet (800g-1kg) [Halal],8.9,media/Site Files/Fresh-chicken-feet.jpg,70
94,Fresh Chicken Liver (800g-1kg) [Halal],3.9,media/Site Files/Fresh-chicken-liver.jpg,71
95,Fresh Chicken Quarter (800g-1kg) [Halal],15.6,media/Site Files/Fresh-chicken-mc-wholeleg.jpg,72
96,Fresh Chicken Drumstick (800g-1kg) [Halal],16.4,media/Site Files/Fresh-chicken-drumstick.jpg,73
97,Fresh Chicken Wing (800g-1kg) [Halal],16.2,media/Site Files/Fresh-chicken-wing.jpg,74
98,Fresh Chicken Thigh (800g-1kg) [Halal],12,media/Site Files/Fresh-chicken-thigh.jpg,75
99,Fresh Chicken Chop +/-2kg [Halal],36.8,media/Site Files/Fresh-chicken-chop.jpg,76
100,Fresh Kampung Chicken (1.5-1.8kg) [Halal],39,media/Site Files/Fresh-kampung-chicken-jantan.jpg,77
101,Fresh Chicken Fillet (800g-1kg) [Halal],15.3,media/Site Files/Chicken-Fillet-Halal.jpg,78
102,Fresh Chicken Whole Leg (800g-1kg) [Halal],15,media/Site Files/Whole-Chicken-No-Head-Feet.jpg,79
103,Whole Chicken – No Head and Feet (1.5-1.7kg) [Halal],18.1,media/Site Files/Whole-Chicken-No-Head-Feet.jpg,80
104,Fresh Chicken Carcass (800g-1kg) [Halal],3,media/Site Files/Fresh-chicken-carcass.jpg,81
105,Fresh Chicken Breastmeat (800g-1kg) [Halal],13.4,media/Site Files/Fresh-chicken-breastmeat.jpg,82
106,Australian Lamb Leg Boneless,0,media/Site Files/compass_fresh_compass_fresh_-_denpasar_lamb_leg_boneless_aus_-500_gr-_full02_pkd5l9vd.jpg,83
107,Fresh Lamb Shanks,0,media/Site Files/istockphoto-857252480-612x612.jpg,84
108,Lamb Chops,0,media/Site Files/273408011_0_640x640.jpg,85
109,Lamb Rack Frenched,0,media/Site Files/Lamb_rack_frenched_NZ_300x300.jpg,86
110,Frozen Leg Australian,0,media/Site Files/Frozen Leg Australian.jpg,87
111,Mutton Cube,0,media/Site Files/mutton cube.jfif.jpg,88
112,Lamb Leg Boneless,0,media/Site Files/lamb-leg-boneless-12-15kg.jpg,89
113,Mutton Truck 28kg,0,media/Site Files/Mutton Trunk.webp.png,90
114,Lamb/Mutton Carcass,0,media/Site Files/Mutton Full.png,91
115,Lamb Shoulder,0,media/Site Files/lamb shoulder.jpeg,92
116,Shortibs NZ Cut,0,media/Site Files/image.jfif.jpg,93
117,Beef lungs,0,media/Site Files/234c1819-ec11-4273-b249-1047aeaa3197.jpg.webp.png,94
118,Mince Beef,0,media/Site Files/beef-mince.jpg,95
119,Ox Tail Cut,0,media/Site Files/unnamed.jpg,96
120,Shank Indian 20kg,0,media/Site Files/beef-shanks-2.jpg,97
121,Cooked Tripe 5kg,0,media/Site Files/Beef-Tripe-Not-Cleaned-1Kg.jpg,98
122,Beef Topside (800g-1kg) [HALAL],24,media/Site Files/Beef-Topside-1.jpg,99
123,Beef Striploin/Sirloin (800g-1kg) [HALAL],27,media/Site Files/Beef-Striploin-1.jpg,100
124,Beef Tenderloin (800g-1kg) [HALAL],30,media/Site Files/Beef-Tenderloin-1.jpg,101
125,Beef Knuckle (800g-1kg) [HALAL],24,media/Site Files/Beef-Knuckle-1.jpg,102
126,Beef Silverside (800g-1kg) [HALAL],23,media/Site Files/Beef-Silverside-1.jpg,103
127,Beef Trimmings (800g-1kg) [HALAL],16,media/Site Files/Beef-Trimming-1.jpg,104
128,Beef Brisket (800g-1kg) [HALAL],21.2,media/Site Files/Beef-Brisket-1.jpg,105
129,Beef Rump (800g-1kg) [HALAL],23,media/Site Files/Beef-Rump-1.jpg,106
130,Beef Blade (800g-1kg) [HALAL],21,media/Site Files/Beef-Blade.jpg,107
131,Beef Neck Bone (800g-1kg) [HALAL],25.4,media/Site Files/Beef-Neck-Bone-1.jpg,108
132,NZ Black Mussels / NZ 黑蚝 (1 packet),11.7,media/Site Files/NZ-Black-Mussels-1.jpg,109
133,Mussel Meat / 冷冻青口肉 (500g),24,media/Site Files/Frozen-Mussel-Meat.jpg,110
134,Half Shell Scallop / 半边壳带子 (1kg),24,media/Site Files/scallop-1.jpg,111
135,Cockle Meat / 蛤蜊肉 / Isi Kerang (1kg),14,media/Site Files/Cockle-Clam-Meat.jpg,112
136,Frozen Cooked White Clam Whole Shell ( Hamaguri ) 冷凍熟白蛤 (1kg),23,media/Site Files/Frozen-Cooked-White-Clam-Whole-Shell-Hamaguri-.jpg,113
137,Dried Oyster / 蚝干 (200g),24,media/Site Files/Dried-Oyster-200G-1.jpg,114
138,Grade A USA Scallop / 美国带子 (500g),48,media/Site Files/Grade-A-USA-Scallop-500g.jpg,115
139,Pink Half Shell Scallop / 粉壳半壳带子 (500g),16,media/Site Files/Pink-Half-Shell-Scallop-1.jpg,116
140,Sanma Fish,0,media/Site Files/unnamed_1.jpg,117
141,Saba Fish,0,media/Site Files/saba fish.jpg,118
142,Shishamo (1 packet),10,media/Site Files/1300-6-e1593067294737.png,119
143,Grab Meat,0,media/Site Files/71f67488b0857639cee631943a3fc6fa_L.jpg,120
144,Flower Grab,0,media/Site Files/flower.jpg,121
145,Stone Crab Live,0,media/Site Files/de crabe.jpg,122
146,Whole Squid,0,media/Site Files/frozen-squid-500x500-1.jpg,123
147,Boiled Giant Octopus / Ni Tako / (Halal) 冷凍真蛸 (1pc),115,media/Site Files/Ni-Tako-Boiled-Giant-Octopus-HALAL-.jpg,124
148,Soft Shell Crab 软壳蟹 (1kg),58,media/Site Files/Soft-Shell-Crab-30-Glazing.jpg,125
149,King Crab / 帝王蟹 (1 pc),190,media/Site Files/King-Crab.jpg,126
150,Squid Ring / 苏东圈 (1kg),9.1,media/Site Files/Squid-Ring-1.jpg,127
151,Wild Chilean sea bass,0,media/Site Files/0000177_cod-fish_360.jpeg,128
152,Squid whole clean,0,media/Site Files/squid whole clean.jpg,129
153,CuttleFish 1kg,0,media/Site Files/360_F_51156871_SPOrAyXC4MVNMYpkd6iy74UOVJRjHVaa.jpg,130
154,Baby cuttlefish,0,media/Site Files/raw-cuttlefish-whole-cleaned-2040-pcs-1-kg-bag-frozen-540383.jpg,131
155,Unagi Kabayaki (1 pc),22.1,media/Site Files/Unagi-Kabayaki.jpg,132
156,Grouper / 石班 / Kerapu – Whole Fish (+/- 1.1kg),48,media/Site Files/Grouper-.jpg,133
157,Butter Fish Fillet,0,media/Site Files/butter fish fillet.jpg,134
158,Cod Loin,0,media/Site Files/cod loin.jpg,135
159,Saba Mackerel Fillet / Fillet Tenggiri Saba / 鲭鱼厚片(2 pcs),9.8,media/Site Files/Saba-Mackerel-Fillet.jpg,136
160,Redfish Slice / 红鱼片 (1 pc),12,media/Site Files/Redfish-Fillet.jpg,137
161,Lobster / 龙虾 / Udang Kara (2 pcs) +/- 2kg,243,media/Site Files/Lobster.jpg,138
162,Red Coral Grouper Fillet +/-700g,60,media/Site Files/Red-Coral-Grouper-Fillet.jpg,139
163,Flounder Fillet / 无骨鲽鱼 +/-1kg,30,media/Site Files/Flounder-Fillet.jpg,140
164,Grouper Fillet / 石斑鱼片 (1kg),56,media/Site Files/Grouper-Fillet.jpg,141
165,Mantis Shrimp Meat / 虾姑肉 (300g),10,media/Site Files/Mantis-Shrimp-Meat.jpg,142
166,Big Prawn / 大虾 / Udang Besar – 21/25 (1kg),50,media/Site Files/Prawn-DL-2125.jpg,143
167,Big Prawn / 大虾 / Udang Besar – 31/35 (1kg),39,media/Site Files/Prawn-TL-3135-.jpg,143
168,Big Prawn / 大虾 / Udang Besar – 21/30 (1kg),43,media/Site Files/Prawn-DT-2130--rotated.jpg,143
169,Big Prawn / 大虾 / Udang Besar – 41/50 (1kg),35,media/Site Files/Prawn-EL-41_50.jpg,143
170,Baby Octopus (300g),12,media/Site Files/baby octupus.jpg,144
171,Norwegian Salmon Head 冷冻三文鱼头 (1 pc),8,media/Site Files/Frozen-Salmon-Head.jpg,145
172,Dory Fish / 时多利鱼肉片 (900-1kg),13.2,media/Site Files/Dory-Fillet.jpg,146
173,Tilapia Fish Fillet / 非洲鱼片 (2 pcs) +/-380g,10,media/Site Files/Tilapia-Fillet.jpg,147
174,Dried Shrimps 200G / 虾米 / Udang Kering (200g),13,media/Site Files/dried-shrimp-1-1.jpg,148
175,Local Ming Prawn 本地明虾 (400-500g),30,media/Site Files/Ming-Prawn.jpg,149
176,Perch fillet / 宝石鲈鱼片 (2 pcs) +/-700,14,media/Site Files/Perch-Fillet.jpg,150
177,Chilean Atlantic Salmon Fillet / 智利三文鱼 (2 or 4 pcs),26.7,media/Site Files/Chile-Salmon-Fillet.jpg,151
178,Washed Water Chestnut(500g*20p),0,media/Site Files/c43d2d_6a5094b786bb469a9ce3151d0d32657a_mv2.webp.png,152
179,Water Chestnut(10kg),85,media/Site Files/c43d2d_6a5094b786bb469a9ce3151d0d32657a_mv2.webp.png,152
180,Chestnut(40-60)/10kg,95,media/Site Files/chestnut.jpg,153
181,Cavendish Banana / Pisang Montel (1kg),6.5,media/Site Files/Montel-Banana.jpg,154
182,Berangan Banana (1kg),7.8,media/Site Files/Berangan-Banana.jpg,155
183,Navel Orange/CHINA/113p,55,media/Site Files/navel orange.jpg,156
184,Mango (1 pc),4,media/Site Files/mango-e1592500407209.jpg,157
185,Avocado (AUS)/9kg,60,media/Site Files/avocado.jpg,158
186,China Golden Pear (30p),90,media/Site Files/pear.jpg,159
187,Mix Berries (500g),11.7,media/Site Files/Mix-Berries-500GM_PKT-.jpg,160
188,Local Honeydew (1 pc),20,media/Site Files/Local-Honeydew.jpg,161
189,MD2 Pineapple (1 pc),12,media/Site Files/pineapple-e1592500694372.jpg,162
190,Local Watermelon (1 pc),20,media/Site Files/watermelon.jpeg,163
191,Crimson Seedless Grape (4.5kg),70,media/Site Files/chileseedlessredgrape-e1592981850967.jpg,164
192,Grapefruit (1 pc),3.2,media/Site Files/grapefruit.jpg,165
193,Green Apple(TUR(198)),100,media/Site Files/apple afica.jpg,166
194,Green Apple(TUR(138)),110,media/Site Files/apple afica.jpg,166
195,Green Apple(SA(150)),100,media/Site Files/apple afica.jpg,166
196,Lime (100g/pack),1.2,media/Site Files/limau.jpeg,167
197,Salted Egg (6 pcs),5.4,media/Site Files/Century-Eggs.jpg,168
198,Eggs (Grade A) (30pcs/tray),15.5,media/Site Files/eggs-grade-b-e1592471187840.jpeg,169
199,Eggs (Grade C) (30pcs/tray),12.6,media/Site Files/eggs-grade-b-e1592471187840.jpeg,169
200,Eggs (Grade B) (30pcs/tray),14.5,media/Site Files/eggs-grade-b-e1592471187840.jpeg,169
201,Omega Egg (10 pcs/tray),5.75,media/Site Files/Omega-Eggs.png,170
202,Kampung Eggs (30pcs/tray),18,media/Site Files/1100-0025-e1593067012109.jpg,171
203,Duck Egg (5 pcs),5,media/Site Files/Duck-eggs.jpg,172
204,Century Egg / Pidan (5 pcs),6,media/Site Files/9db03f_6ddc296ce6a04012ad436329acf26f01_mv2.jpg,173
205,Omega Egg (3×10 pcs),16.5,media/Site Files/Omega-Eggs-Bundle.jpg,174
206,Ma Cao Eggs 马草蛋 (Grade A) (30pcs/tray),23,media/Site Files/Ma-Cao-Eggs.jpg,175
207,Ma Cao Eggs 马草蛋 (Grade A) (10pcs),8.5,media/Site Files/Ma-Cao-Eggs-1.jpg,175
208,Daun Sup / Leaf Celery (100g/pack),2,media/Site Files/daun sup.jpg,176
209,Labu Air (+/-1kg per pack),7.7,media/Site Files/labu air.jpg,177
210,Bunga Kantan / Torch Ginger Flower (3 pcs/bundle),3.9,media/Site Files/bungakantan-e1592981873746.jpg,178
211,Petai (200g/pack),12.8,media/Site Files/petai-e1592979301181.jpg,179
212,Turmeric / Kunyit Hidup (300g/pack),3.5,media/Site Files/kunyit hidup.jpeg,180
213,Lengkuas / Galangal (300g/pack),3.5,media/Site Files/lengkuas.jpeg,181
214,"Lime Leaves, Daun Limau (10 pcs/pack)",1,media/Site Files/B304DF79-F719-4BB1-9B09-20AF8EE2F881_4_5005_c-e1592986405342.jpeg,182
215,Holland Pea / Snow Pea /130g*30p,55,media/Site Files/holland pea.jpg,183
216,Green Chilli Padi/Cili Padi Hijau (100g/pack),1.8,media/Site Files/cili padi hijau.jpeg,184
217,Mini Yam ( 7kg ),28,media/Site Files/Yam-keladi.jpg,185
218,Mint Leaves/Daun Pudina (100g/pack),1.5,media/Site Files/daun pudina.jpg,186
219,"Curry Leaves, Daun Kari (50g/pack)",1.5,media/Site Files/daun kari.jpeg,187
220,Chat Potato (15kg),0,media/Site Files/chat potato.jpg,188
221,Honey Sweet Potato / 蜜糖番薯 +/-500g,5.5,media/Site Files/sweet orange potato.jpg,189
222,(Organic) Tomato / 番茄 +/-300g,5.5,media/Site Files/Tomato-1.jpg,190
223,Sengkuang,4.5,media/Site Files/Sengkuang.png,191
224,Green Pepper (1 pc),5.4,media/Site Files/05B0C3A5-5851-44FB-B18B-F5A25FF57AB2_4_5005_c-e1593058900467.jpg,192
225,Local Sweet Potato - 500g*10p(Purple),6.5,media/Site Files/Sweet-Potato-Purple-1.jpg,193
226,Local Sweet Potato - 500g*10p(Yellow),6.5,media/Site Files/local sweet potato yellow.jpg,193
227,Petola (500g+/-pack),5.1,media/Site Files/petola.jpeg,194
228,Yellow Pepper (1 pc),5.4,media/Site Files/yellow chili.jpg,195
229,Small Bittergourd (250g/pack),2.9,media/Site Files/smallbittergourd-e1592981694286.jpg,196
230,Beetroot (500g/pack),4,media/Site Files/84BCAE99-9BC2-4E86-9C1A-BB70450281AC_4_5005_c-e1593064430741.jpg,197
231,Sweet Potato (Japanese) / 日本番薯 +/-500g,5.5,media/Site Files/Sweet-Potato-Japanese-1-1.jpg,198
232,Red Chilli (200g/pack),3,media/Site Files/E65CCE48-0CC4-44A2-BED1-AFA036E15130_4_5005_c-e1593064247877.jpg,199
233,TAIWAN Sweet Potato/500kg*10p(Orange),35,media/Site Files/sweet orange potato.jpg,200
234,Red Pepper (1 pc),5.4,media/Site Files/Red Paper.jpg,201
235,Red Chilli Padi (100g/pack),3.5,media/Site Files/71C69288-1789-44D1-8182-42460F0FD3A0_4_5005_c-e1592986215716.jpeg,202
236,Local Leek(Local (8kg)),0,media/Site Files/AF207180-1573-4EEB-A518-2B2D33B348FE_4_5005_c-e1593062688284.jpg,203
237,Korea Leek(Korea (5kg)),0,media/Site Files/AF207180-1573-4EEB-A518-2B2D33B348FE_4_5005_c-e1593062688284.jpg,203
238,Shitake Mushroom (200g*25p),85,media/Site Files/587055D2-D31C-480D-8876-FD79255830F0_4_5005_c-e1593061497845.jpg,204
239,Dai Pak Choy / Sawi Putih (250g/pack),3,media/Site Files/FC2A8831-E4A7-4C8E-B7D0-2F47AEA7607E_4_5005_c-e1593064140438.jpg,205
240,Hong Kong Nai Bak (200g/pack),4.5,media/Site Files/china-baby-qing-bak-200g-pack.jpg,206
241,Butter Lettuce (1 pc),4.8,media/Site Files/257C78C1-2ACC-4FA6-8F47-BF2660E80664_4_5005_c-e1593063109720.jpg,207
242,(Organic) Mini Cos / Romaine Lettuce / 油麦 +/-280g,5.5,media/Site Files/Mini-Cos-1.jpg,208
243,Kuchai / Garlic Chives (100g/pack),1.5,media/Site Files/B8B78F6B-5801-4BAF-A803-086D9FADE43C_4_5005_c-e1592987406319.jpeg,209
244,(Organic) Cabbage Shoot / Choy Tam / 菜旦 +/-270g,5.5,media/Site Files/Choy-Tam-1.jpg,210
245,Cherry Tomato (300g/pack),4,media/Site Files/A89C1479-12D1-476B-9CB7-AD3BE3D6214E_4_5005_c-e1593058806713.jpg,211
246,AUS Jap Pumpkin(Jap),200,media/Site Files/AFE65E4E-257B-423D-87F5-0697C3B0D31A_4_5005_c-e1593063418476.jpg,212
247,Butternut Pumpkin(Butternut),200,media/Site Files/butternut pumpkin.jpg,212
248,Washed Lotus Root (10kg),120,media/Site Files/Lotus-Root.png,213
249,Button Mushroom (200g/pack),7,media/Site Files/624F4822-8BE6-48A3-AB15-8194C0406510_4_5005_c-e1593061638437.jpg,214
250,US / Russet Potato 120 /22.7kg,95,media/Site Files/US-Russet-Potato.jpg,215
251,Beijing Cabbage,45,media/Site Files/1617789692521-Cut Cabbage Beijing1.jfif.jpg,216
252,Chinese Parsley / Coriander / Daun Ketumbar (100g/pack),2,media/Site Files/daun ketumbar.jpg,217
253,Celery (15Kg),120,media/Site Files/Celery-1.jpg,218
254,Cauliflower(12kg),60,media/Site Files/82E6209C-ECD9-4131-B8EA-BDCA749F1F85_4_5005_c-e1593064406809.jpg,219
255,Baby Corn (1 pack),3,media/Site Files/Baby-Corn.jpg,220
256,King Oyster Mushroom(200g*30p),75,media/Site Files/king-oyster-mushroom-e1592983780898.jpg,221
257,Almond Mushroom(300g*15p),60,media/Site Files/king-oyster-mushroom-e1592983780898.jpg,221
258,Baby Siew Pak Choy (200g/pack),4,media/Site Files/babysiewpakchoy-e1590754014296.jpg,222
259,Old Cucumber (1 pc),4.5,media/Site Files/Old-Cucumber.png,223
260,Shimeji Mushroom-150g*40p(Brown),68,media/Site Files/Brown-Shimeiji-Mushroom-e1593653378919.jpeg,224
261,Shimeji Mushroom-150g*40p(White),65,media/Site Files/Brown-Shimeiji-Mushroom-e1593653378919.jpeg,224
262,(Natural) Baby French Bean / 桂豆苗 +/-180g,5.5,media/Site Files/Baby-French-Bean-1.jpg,225
263,Ginger(5kg),24,media/Site Files/8604CD57-0283-4159-95CB-AE625B58D881_4_5005_c-e1592986271448.jpeg,226
264,Ginger King(10kg),58,media/Site Files/8604CD57-0283-4159-95CB-AE625B58D881_4_5005_c-e1592986271448.jpeg,226
265,Eggplant / Brinjal / Aubergine (1 pc),3.3,media/Site Files/A7211247-C2FB-4133-8577-E449D5015496_4_5005_c-e1593064056327.jpg,227
266,Long Bean (250g/pack),3.5,media/Site Files/longbean-e1592981717719.jpg,228
267,Japanese Cucumber (500g/pack),4.3,media/Site Files/6351D2F5-B4F2-4AEE-9BDE-05350BE02AE8_4_5005_c-e1593063400871.jpg,229
268,Hong Kong Kai Lan / 香港芥兰 (200g/pack),4,media/Site Files/Kailan-1.jpg,230
269,NZ/Brown Onion/500g*10p,18,media/Site Files/C43A0476-9C57-4734-8EB4-B98BA78B4A15_4_5005_c-e1593058920866.jpg,231
270,Romaine (1 pc),4.5,media/Site Files/romaine.jpg,232
271,Lemongrass / Serai (3pcs/bundle),0.7,media/Site Files/Serai 0.7.jpeg,233
272,AUS Cabbage,0,media/Site Files/Cabbage.jpg,234
273,AUS Purple Cabbage,0,media/Site Files/kubis merah.jpg,234
274,Broccoli(7kg),60,media/Site Files/Broccoli-1.jpg,235
275,AUS Carrot(Farmgate),48,media/Site Files/Carrot-1.jpg,236
276,AUS Carrot(Ozzy),45,media/Site Files/Carrot-1.jpg,236
277,AUS Carrot(C3),40,media/Site Files/Carrot-1.jpg,236
278,AUS Carrot(Pack),95,media/Site Files/Carrot-1.jpg,236
279,Siew Pak Choy (200g/pack),2.2,media/Site Files/Siew Pak Choy.jpg,237
280,Okra / Lady Finger (250g/pack),3.6,media/Site Files/okra.jpg,238
281,Spring Onion (100g/pack),1.1,media/Site Files/spring onion.jpg,239
282,White Garlic (CHN)/500g*10p,32,media/Site Files/Unpeeled Garlic.jpg,240
283,Small Shallot(500g*10p)(CHINA),15,media/Site Files/red onion.jpg,241
284,Small Shallot(500g*10p)(THAILAND),43,media/Site Files/red onion.jpg,241
285,Enoki Mushroom (100g*50p),32,media/Site Files/enoki-e1593061619596.jpg,242
286,Ubi Kayu / Cassava / Yuca Root (+/-1kg per pack),4.55,media/Site Files/Ubi-Kayu.jpg,243
287,White Radish(10kg),38,media/Site Files/radish.jpg,244
288,Red Radish(10kg),45,media/Site Files/Red-radish-2.jpg,244
289,Green Radish(10kg),0,media/Site Files/9680.png,244
