productID,productName,categoryID
177,Labu Air (+/-1kg per pack),2
178,Bunga Kantan / Torch Ginger Flower (3 pcs/bundle),1
179,Petai (200g/pack),4
180,Turmeric / Kunyit Hidup (300g/pack),3
181,Lengkuas / Galangal (300g/pack),3
182,"Lime Leaves, Daun Limau (10 pcs/pack)",6
183,Holland Pea / Snow Pea /130g*30p,4
184,Green Chilli Padi/Cili Padi Hijau (100g/pack),2
185,Mini Yam ( 7kg ),3
186,Mint Leaves/Daun Pudina (100g/pack),6
187,"Curry Leaves, Daun Kari (50g/pack)",6
188,Chat Potato (15kg),3
189,Honey Sweet Potato / 蜜糖番薯 +/-500g,3
190,(Organic) Tomato / 番茄 +/-300g,2
191,Sengkuang,1
192,Green Pepper (1 pc),2
193,Local Sweet Potato (Purple/Yellow) - 500g*10p,3
194,Petola (500g+/-pack),2
195,Yellow Pepper (1 pc),1
196,Small Bittergourd (250g/pack),2
197,Beetroot (500g/pack),3
198,Sweet Potato (Japanese) / 日本番薯 +/-500g,3
199,Red Chilli (200g/pack),2
200,TAIWAN Sweet Potato/500kg*10p,3
201,Red Pepper (1 pc),2
202,Red Chilli Padi (100g/pack),2
203,Local Leek /Korea Leek,6
204,Shitake Mushroom (200g*25p),1
205,Dai Pak Choy / Sawi Putih (250g/pack),6
206,Hong Kong Nai Bak (200g/pack),6
207,Butter Lettuce (1 pc),6
208,(Organic) Mini Cos / Romaine Lettuce / 油麦 +/-280g,6
209,Kuchai / Garlic Chives (100g/pack),6
210,(Organic) Cabbage Shoot / Choy Tam / 菜旦 +/-270g,6
211,Cherry Tomato (300g/pack),2
212,AUS Jap Pumpkin / Butternut Pumpkin,2
213,Washed Lotus Root (10kg),3
214,Button Mushroom (200g/pack),5
215,US / Russet Potato 120 /22.7kg,3
216,Beijing Cabbage,6
217,Chinese Parsley / Coriander / Daun Ketumbar (100g/pack),6
218,Celery (15Kg),6
219,Cauliflower(12kg),2
220,Baby Corn (1 pack),2
221,Almond Mushroom / King Oyster Mushroom,5
222,Baby Siew Pak Choy (200g/pack),6
223,Old Cucumber (1 pc),2
224,Shimeji Mushroom(Brown/White)-150g*40p,5
225,(Natural) Baby French Bean / 桂豆苗 +/-180g,4
226,Ginger/Ginger King,3
227,Eggplant / Brinjal / Aubergine (1 pc),2
228,Long Bean (250g/pack),4
229,Japanese Cucumber (500g/pack),2
230,Hong Kong Kai Lan / 香港芥兰 (200g/pack),6
231,NZ/Brown Onion/500g*10p,3
232,Romaine (1 pc),6
233,Lemongrass / Serai (3pcs/bundle),1
234,AUS Cabbage/AUS Purple Cabbage,6
235,Broccoli,1
236,AUS Carrot(Farmgate/Ozzy/C3/Pack),1
237,Siew Pak Choy (200g/pack),6
238,Okra / Lady Finger (250g/pack),4
239,Spring Onion (100g/pack),6
240,White Garlic (CHN)/500g*10p,3
241,Small Shallot(500g*10p),3
242,Enoki Mushroom (100g*50p),5
243,Ubi Kayu / Cassava / Yuca Root (+/-1kg per pack),3
244,White Radish/Red Radish/Green Radish(10kg),3
245,Choy Sum / Baby Choy Sum,6
